onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
26.83	4.83	CC	1.05	5	0	1	1	n/a
27.87	0	button press	n/a	n/a	n/a	n/a	n/a	50
29.14	0	button press	n/a	n/a	n/a	n/a	n/a	54
29.40	0	button press	n/a	n/a	n/a	n/a	n/a	54
29.62	0	button press	n/a	n/a	n/a	n/a	n/a	54
32.60	4.83	CC	0.87	5	0	1	1	n/a
33.46	0	button press	n/a	n/a	n/a	n/a	n/a	50
34.75	0	button press	n/a	n/a	n/a	n/a	n/a	55
35.08	0	button press	n/a	n/a	n/a	n/a	n/a	54
40.16	4.83	CC	0.78	6	0	1	1	n/a
40.94	0	button press	n/a	n/a	n/a	n/a	n/a	50
42.09	0	button press	n/a	n/a	n/a	n/a	n/a	54
42.34	0	button press	n/a	n/a	n/a	n/a	n/a	54
42.85	0	button press	n/a	n/a	n/a	n/a	n/a	54
47.48	4.83	CC	0.73	6	0	1	1	n/a
48.21	0	button press	n/a	n/a	n/a	n/a	n/a	50
49.35	0	button press	n/a	n/a	n/a	n/a	n/a	54
49.63	0	button press	n/a	n/a	n/a	n/a	n/a	54
49.86	0	button press	n/a	n/a	n/a	n/a	n/a	54
50.13	0	button press	n/a	n/a	n/a	n/a	n/a	54
50.38	0	button press	n/a	n/a	n/a	n/a	n/a	54
55.71	4.83	CC	0.82	6	0	1	1	n/a
56.52	0	button press	n/a	n/a	n/a	n/a	n/a	50
57.55	0	button press	n/a	n/a	n/a	n/a	n/a	54
57.85	0	button press	n/a	n/a	n/a	n/a	n/a	54
58.10	0	button press	n/a	n/a	n/a	n/a	n/a	54
62.30	4.83	AA	0.98	4	0	3	3	n/a
63.28	0	button press	n/a	n/a	n/a	n/a	n/a	51
64.89	0	button press	n/a	n/a	n/a	n/a	n/a	54
70.34	4.83	CC	0.98	4	0	1	1	n/a
71.32	0	button press	n/a	n/a	n/a	n/a	n/a	50
72.48	0	button press	n/a	n/a	n/a	n/a	n/a	55
73.53	0	button press	n/a	n/a	n/a	n/a	n/a	55
79.21	4.83	AA	1.17	3	0	3	3	n/a
80.38	0	button press	n/a	n/a	n/a	n/a	n/a	51
86.62	4.83	CC	1.02	6	0	1	1	n/a
87.63	0	button press	n/a	n/a	n/a	n/a	n/a	50
88.47	0	button press	n/a	n/a	n/a	n/a	n/a	54
88.97	0	button press	n/a	n/a	n/a	n/a	n/a	55
89.55	0	button press	n/a	n/a	n/a	n/a	n/a	54
92.48	4.83	AC	1.10	5	0	3	1	n/a
93.58	0	button press	n/a	n/a	n/a	n/a	n/a	50
94.79	0	button press	n/a	n/a	n/a	n/a	n/a	54
95.54	0	button press	n/a	n/a	n/a	n/a	n/a	54
98.16	4.83	AC	1.28	5	0	3	1	n/a
99.44	0	button press	n/a	n/a	n/a	n/a	n/a	50
104.40	4.83	CA	0.97	5	0	1	3	n/a
105.36	0	button press	n/a	n/a	n/a	n/a	n/a	51
106.38	0	button press	n/a	n/a	n/a	n/a	n/a	54
106.71	0	button press	n/a	n/a	n/a	n/a	n/a	54
106.96	0	button press	n/a	n/a	n/a	n/a	n/a	54
107.21	0	button press	n/a	n/a	n/a	n/a	n/a	54
111.51	4.83	CC	0.73	6	0	1	1	n/a
112.24	0	button press	n/a	n/a	n/a	n/a	n/a	50
113.42	0	button press	n/a	n/a	n/a	n/a	n/a	54
113.72	0	button press	n/a	n/a	n/a	n/a	n/a	54
113.97	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.25	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.52	0	button press	n/a	n/a	n/a	n/a	n/a	54
117.53	4.83	CA	1.07	5	0	1	3	n/a
118.60	0	button press	n/a	n/a	n/a	n/a	n/a	51
119.70	0	button press	n/a	n/a	n/a	n/a	n/a	54
126.47	4.83	AC	1.12	5	0	3	1	n/a
127.59	0	button press	n/a	n/a	n/a	n/a	n/a	50
129.15	0	button press	n/a	n/a	n/a	n/a	n/a	54
134.71	4.83	AA	0.85	4	0	3	3	n/a
135.56	0	button press	n/a	n/a	n/a	n/a	n/a	51
137.01	0	button press	n/a	n/a	n/a	n/a	n/a	55
137.36	0	button press	n/a	n/a	n/a	n/a	n/a	55
141.19	4.83	AA	0.77	6	0	3	3	n/a
141.95	0	button press	n/a	n/a	n/a	n/a	n/a	51
143.00	0	button press	n/a	n/a	n/a	n/a	n/a	54
143.32	0	button press	n/a	n/a	n/a	n/a	n/a	54
143.59	0	button press	n/a	n/a	n/a	n/a	n/a	54
143.84	0	button press	n/a	n/a	n/a	n/a	n/a	54
144.14	0	button press	n/a	n/a	n/a	n/a	n/a	54
150.13	4.83	AA	0.65	6	0	3	3	n/a
150.78	0	button press	n/a	n/a	n/a	n/a	n/a	51
151.98	0	button press	n/a	n/a	n/a	n/a	n/a	54
152.29	0	button press	n/a	n/a	n/a	n/a	n/a	54
152.58	0	button press	n/a	n/a	n/a	n/a	n/a	54
