onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
26.83	4.83	AA	0.74	2	0	3	3	n/a
27.57	0	button press	n/a	n/a	n/a	n/a	n/a	50
33.40	4.83	CA	1.33	4	0	1	3	n/a
34.73	0	button press	n/a	n/a	n/a	n/a	n/a	50
36.48	0	button press	n/a	n/a	n/a	n/a	n/a	55
41.31	4.83	AA	0.65	4	0	3	3	n/a
41.95	0	button press	n/a	n/a	n/a	n/a	n/a	50
47.68	4.83	CA	0.95	6	0	1	3	n/a
48.63	0	button press	n/a	n/a	n/a	n/a	n/a	50
49.48	0	button press	n/a	n/a	n/a	n/a	n/a	54
55.27	4.83	AC	0.62	3	0	3	1	n/a
55.89	0	button press	n/a	n/a	n/a	n/a	n/a	51
61.52	4.83	CC	0.52	6	0	1	1	n/a
62.03	0	button press	n/a	n/a	n/a	n/a	n/a	51
63.31	0	button press	n/a	n/a	n/a	n/a	n/a	54
63.71	0	button press	n/a	n/a	n/a	n/a	n/a	54
63.95	0	button press	n/a	n/a	n/a	n/a	n/a	54
64.15	0	button press	n/a	n/a	n/a	n/a	n/a	54
69.54	4.83	CA	0.88	4	0	1	3	n/a
70.42	0	button press	n/a	n/a	n/a	n/a	n/a	50
71.67	0	button press	n/a	n/a	n/a	n/a	n/a	55
75.80	4.83	AA	0.67	6	0	3	3	n/a
76.46	0	button press	n/a	n/a	n/a	n/a	n/a	50
77.63	0	button press	n/a	n/a	n/a	n/a	n/a	54
77.88	0	button press	n/a	n/a	n/a	n/a	n/a	54
78.08	0	button press	n/a	n/a	n/a	n/a	n/a	54
81.53	4.83	AC	0.88	3	0	3	1	n/a
82.41	0	button press	n/a	n/a	n/a	n/a	n/a	51
83.56	0	button press	n/a	n/a	n/a	n/a	n/a	55
83.84	0	button press	n/a	n/a	n/a	n/a	n/a	55
84.04	0	button press	n/a	n/a	n/a	n/a	n/a	55
89.30	4.83	CA	0.70	5	0	1	3	n/a
90.00	0	button press	n/a	n/a	n/a	n/a	n/a	50
97.29	4.83	AA	0.63	4	0	3	3	n/a
97.92	0	button press	n/a	n/a	n/a	n/a	n/a	50
101.25	0	button press	n/a	n/a	n/a	n/a	n/a	54
104.40	4.83	CA	0.72	6	0	1	3	n/a
105.12	0	button press	n/a	n/a	n/a	n/a	n/a	50
106.21	0	button press	n/a	n/a	n/a	n/a	n/a	54
106.61	0	button press	n/a	n/a	n/a	n/a	n/a	54
111.46	4.83	AC	0.67	4	0	3	1	n/a
112.12	0	button press	n/a	n/a	n/a	n/a	n/a	51
114.06	0	button press	n/a	n/a	n/a	n/a	n/a	54
119.53	4.83	AA	0.62	6	0	3	3	n/a
120.15	0	button press	n/a	n/a	n/a	n/a	n/a	50
121.36	0	button press	n/a	n/a	n/a	n/a	n/a	54
121.58	0	button press	n/a	n/a	n/a	n/a	n/a	54
121.76	0	button press	n/a	n/a	n/a	n/a	n/a	54
121.98	0	button press	n/a	n/a	n/a	n/a	n/a	54
125.83	4.83	AA	0.82	1	0	3	3	n/a
126.64	0	button press	n/a	n/a	n/a	n/a	n/a	50
127.49	0	button press	n/a	n/a	n/a	n/a	n/a	55
132.82	4.83	AA	0.63	3	0	3	3	n/a
133.45	0	button press	n/a	n/a	n/a	n/a	n/a	50
135.41	0	button press	n/a	n/a	n/a	n/a	n/a	55
139.71	4.83	CA	0.65	2	0	1	3	n/a
140.36	0	button press	n/a	n/a	n/a	n/a	n/a	50
141.76	0	button press	n/a	n/a	n/a	n/a	n/a	55
142.07	0	button press	n/a	n/a	n/a	n/a	n/a	55
142.31	0	button press	n/a	n/a	n/a	n/a	n/a	55
142.52	0	button press	n/a	n/a	n/a	n/a	n/a	55
148.05	4.83	AC	0.98	5	0	3	1	n/a
149.03	0	button press	n/a	n/a	n/a	n/a	n/a	51
155.66	4.83	AC	0.53	6	0	3	1	n/a
156.19	0	button press	n/a	n/a	n/a	n/a	n/a	51
