onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
26.83	4.83	CA	1.44	2	0	1	3	n/a
28.27	0	button press	n/a	n/a	n/a	n/a	n/a	50
29.15	0	button press	n/a	n/a	n/a	n/a	n/a	55
32.45	4.83	CC	0.82	4	0	1	1	n/a
33.26	0	button press	n/a	n/a	n/a	n/a	n/a	51
34.43	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.68	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
39.44	4.83	CC	0.78	5	0	1	1	n/a
40.22	0	button press	n/a	n/a	n/a	n/a	n/a	51
41.35	0	button press	n/a	n/a	n/a	n/a	n/a	55
41.65	0	button press	n/a	n/a	n/a	n/a	n/a	55
41.89	0	button press	n/a	n/a	n/a	n/a	n/a	55
42.10	0	button press	n/a	n/a	n/a	n/a	n/a	55
47.37	4.83	AA	1.00	6	0	3	3	n/a
48.36	0	button press	n/a	n/a	n/a	n/a	n/a	50
49.25	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.51	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.76	0	button press	n/a	n/a	n/a	n/a	n/a	55
50.49	0	button press	n/a	n/a	n/a	n/a	n/a	55
55.84	4.83	AA	0.85	5	0	3	3	n/a
56.69	0	button press	n/a	n/a	n/a	n/a	n/a	50
58.00	0	button press	n/a	n/a	n/a	n/a	n/a	55
58.37	0	button press	n/a	n/a	n/a	n/a	n/a	55
58.65	0	button press	n/a	n/a	n/a	n/a	n/a	55
59.30	0	button press	n/a	n/a	n/a	n/a	n/a	55
64.33	4.83	AA	0.88	5	0	3	3	n/a
65.21	0	button press	n/a	n/a	n/a	n/a	n/a	50
66.43	0	button press	n/a	n/a	n/a	n/a	n/a	55
66.72	0	button press	n/a	n/a	n/a	n/a	n/a	55
67.24	0	button press	n/a	n/a	n/a	n/a	n/a	55
71.72	4.83	AA	1.03	2	0	3	3	n/a
72.75	0	button press	n/a	n/a	n/a	n/a	n/a	50
74.23	0	button press	n/a	n/a	n/a	n/a	n/a	55
78.61	4.83	CC	0.70	5	0	1	1	n/a
79.31	0	button press	n/a	n/a	n/a	n/a	n/a	51
80.43	0	button press	n/a	n/a	n/a	n/a	n/a	55
80.73	0	button press	n/a	n/a	n/a	n/a	n/a	55
86.75	4.83	AA	0.77	4	0	3	3	n/a
87.52	0	button press	n/a	n/a	n/a	n/a	n/a	50
88.82	0	button press	n/a	n/a	n/a	n/a	n/a	55
89.12	0	button press	n/a	n/a	n/a	n/a	n/a	55
89.40	0	button press	n/a	n/a	n/a	n/a	n/a	55
93.34	4.83	AA	1.23	5	0	3	3	n/a
94.58	0	button press	n/a	n/a	n/a	n/a	n/a	50
95.39	0	button press	n/a	n/a	n/a	n/a	n/a	55
95.71	0	button press	n/a	n/a	n/a	n/a	n/a	55
95.94	0	button press	n/a	n/a	n/a	n/a	n/a	55
102.10	4.83	CC	0.75	5	0	1	1	n/a
102.85	0	button press	n/a	n/a	n/a	n/a	n/a	51
103.90	0	button press	n/a	n/a	n/a	n/a	n/a	55
104.76	0	button press	n/a	n/a	n/a	n/a	n/a	54
110.41	4.83	AA	0.92	5	0	3	3	n/a
111.32	0	button press	n/a	n/a	n/a	n/a	n/a	50
112.54	0	button press	n/a	n/a	n/a	n/a	n/a	55
116.17	4.83	CC	0.68	5	0	1	1	n/a
116.85	0	button press	n/a	n/a	n/a	n/a	n/a	51
118.73	0	button press	n/a	n/a	n/a	n/a	n/a	55
119.58	0	button press	n/a	n/a	n/a	n/a	n/a	54
122.11	4.83	AC	0.87	4	0	3	1	n/a
122.98	0	button press	n/a	n/a	n/a	n/a	n/a	51
124.47	0	button press	n/a	n/a	n/a	n/a	n/a	54
124.84	0	button press	n/a	n/a	n/a	n/a	n/a	54
129.83	4.83	CC	0.77	5	0	1	1	n/a
130.60	0	button press	n/a	n/a	n/a	n/a	n/a	51
