onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
26.83	4.83	NN	0.87	5	1	0	0	n/a
27.70	0	button press	n/a	n/a	n/a	n/a	n/a	50
29.10	0	button press	n/a	n/a	n/a	n/a	n/a	55
33.65	4.83	NY	1.17	3	1	0	1	n/a
34.81	0	button press	n/a	n/a	n/a	n/a	n/a	51
36.01	0	button press	n/a	n/a	n/a	n/a	n/a	54
39.87	4.83	NN	0.88	5	1	0	0	n/a
40.76	0	button press	n/a	n/a	n/a	n/a	n/a	50
48.55	4.83	NN	0.82	3	1	0	0	n/a
49.36	0	button press	n/a	n/a	n/a	n/a	n/a	50
50.64	0	button press	n/a	n/a	n/a	n/a	n/a	55
51.03	0	button press	n/a	n/a	n/a	n/a	n/a	55
51.96	0	button press	n/a	n/a	n/a	n/a	n/a	54
57.00	4.83	NN	0.75	5	1	0	0	n/a
57.75	0	button press	n/a	n/a	n/a	n/a	n/a	50
59.03	0	button press	n/a	n/a	n/a	n/a	n/a	55
59.43	0	button press	n/a	n/a	n/a	n/a	n/a	55
63.25	4.83	NN	0.82	6	1	0	0	n/a
64.06	0	button press	n/a	n/a	n/a	n/a	n/a	50
71.92	4.83	YY	0.77	6	1	3	1	n/a
72.69	0	button press	n/a	n/a	n/a	n/a	n/a	51
73.77	0	button press	n/a	n/a	n/a	n/a	n/a	55
74.03	0	button press	n/a	n/a	n/a	n/a	n/a	55
74.42	0	button press	n/a	n/a	n/a	n/a	n/a	55
74.63	0	button press	n/a	n/a	n/a	n/a	n/a	55
75.12	0	button press	n/a	n/a	n/a	n/a	n/a	55
78.43	4.83	NN	1.06	4	1	0	0	n/a
79.49	0	button press	n/a	n/a	n/a	n/a	n/a	50
80.84	0	button press	n/a	n/a	n/a	n/a	n/a	55
81.19	0	button press	n/a	n/a	n/a	n/a	n/a	55
81.71	0	button press	n/a	n/a	n/a	n/a	n/a	55
84.95	4.83	YY	0.72	6	1	3	1	n/a
85.67	0	button press	n/a	n/a	n/a	n/a	n/a	51
86.82	0	button press	n/a	n/a	n/a	n/a	n/a	55
87.07	0	button press	n/a	n/a	n/a	n/a	n/a	55
87.40	0	button press	n/a	n/a	n/a	n/a	n/a	55
87.62	0	button press	n/a	n/a	n/a	n/a	n/a	55
93.65	4.83	NY	0.80	5	1	0	1	n/a
94.44	0	button press	n/a	n/a	n/a	n/a	n/a	51
95.61	0	button press	n/a	n/a	n/a	n/a	n/a	55
95.89	0	button press	n/a	n/a	n/a	n/a	n/a	55
96.34	0	button press	n/a	n/a	n/a	n/a	n/a	55
101.35	4.83	YY	0.70	5	1	3	1	n/a
102.05	0	button press	n/a	n/a	n/a	n/a	n/a	51
103.68	0	button press	n/a	n/a	n/a	n/a	n/a	55
109.69	4.83	NY	0.98	4	1	0	1	n/a
110.68	0	button press	n/a	n/a	n/a	n/a	n/a	51
111.82	0	button press	n/a	n/a	n/a	n/a	n/a	54
117.47	4.83	YY	0.75	6	1	1	1	n/a
118.22	0	button press	n/a	n/a	n/a	n/a	n/a	51
119.36	0	button press	n/a	n/a	n/a	n/a	n/a	55
124.13	4.83	YY	0.63	6	1	1	1	n/a
124.76	0	button press	n/a	n/a	n/a	n/a	n/a	51
126.16	0	button press	n/a	n/a	n/a	n/a	n/a	55
126.42	0	button press	n/a	n/a	n/a	n/a	n/a	55
126.67	0	button press	n/a	n/a	n/a	n/a	n/a	55
131.02	4.83	YY	0.57	6	1	1	1	n/a
131.58	0	button press	n/a	n/a	n/a	n/a	n/a	51
